namespace,localname,language,locale,value
http://www.brel.com/translations/unit,XCD,es,ES,Dólar del Caribe Oriental
http://www.brel.com/translations/unit,XDR,es,ES,Derechos especiales de giro
http://www.brel.com/translations/unit,XFU,es,ES,Franco UIC
http://www.brel.com/translations/unit,XOF,es,ES,Franco CFA BCEAO
http://www.brel.com/translations/unit,XPD,es,ES,Paladio
http://www.brel.com/translations/unit,XPF,es,ES,Franco CFP
http://www.brel.com/translations/unit,XPT,es,ES,Platino
http://www.brel.com/translations/unit,XSU,es,ES,SUCRE
http://www.brel.com/translations/unit,XUA,es,ES,Unidad de cuenta del BAD
http://www.brel.com/translations/unit,YER,es,ES,Rial yemení
http://www.brel.com/translations/unit,ZAR,es,ES,Rand sudafricano
http://www.brel.com/translations/unit,ZMK,es,ES,Kwacha zambiano (antiguo)
http://www.brel.com/translations/unit,ZMW,es,ES,Kwacha zambiano
http://www.brel.com/translations/unit,ZWG,es,ES,Oro de Zimbabue
http://www.brel.com/translations/unit,ZWL,es,ES,Dólar zimbabuense
http://www.brel.com/translations/unit,Cal,es,ES,Caloría
http://www.brel.com/translations/unit,t,es,ES,Tonelada
http://www.brel.com/translations/unit,B,es,ES,Byte
http://www.brel.com/translations/unit,GB,es,ES,Gigabyte
http://www.brel.com/translations/unit,kB,es,ES,Kilobyte
http://www.brel.com/translations/unit,MB,es,ES,Megabyte
http://www.brel.com/translations/unit,TB,es,ES,Terabyte
http://www.brel.com/translations/unit,ha,es,ES,Hectárea
http://www.brel.com/translations/unit,sqkm,es,ES,Kilómetro cuadrado
http://www.brel.com/translations/unit,sqm,es,ES,Metro cuadrado
http://www.brel.com/translations/unit,A,es,ES,Amperio
http://www.brel.com/translations/unit,J,es,ES,Julio
http://www.brel.com/translations/unit,kJ,es,ES,Kilojulio
http://www.brel.com/translations/unit,kWh,es,ES,Kilovatio-hora
http://www.brel.com/translations/unit,mJ,es,ES,Milijulio
http://www.brel.com/translations/unit,MWh,es,ES,Megavatio-hora
http://www.brel.com/translations/unit,V,es,ES,Volt
http://www.brel.com/translations/unit,Hz,es,ES,Hertz
http://www.brel.com/translations/unit,cm,es,ES,Centímetro
http://www.brel.com/translations/unit,dm,es,ES,Decímetro
http://www.brel.com/translations/unit,km,es,ES,Kilómetro
http://www.brel.com/translations/unit,m,es,ES,Metro
http://www.brel.com/translations/unit,mm,es,ES,Milímetro
http://www.brel.com/translations/unit,g,es,ES,Gramo
http://www.brel.com/translations/unit,kg,es,ES,Kilogramo
http://www.brel.com/translations/unit,GW,es,ES,Gigavatio
http://www.brel.com/translations/unit,kW,es,ES,Kilovatio
http://www.brel.com/translations/unit,MW,es,ES,Megavatio
http://www.brel.com/translations/unit,TW,es,ES,Teravatio
http://www.brel.com/translations/unit,W,es,ES,Vatio
http://www.brel.com/translations/unit,kV,es,ES,Kilovoltio
http://www.brel.com/translations/unit,l,es,ES,Litro
http://www.brel.com/translations/unit,m3,es,ES,Metro cúbico
http://www.brel.com/translations/unit,bu,es,ES,Bushel
http://www.brel.com/translations/unit,aft,es,ES,Acre-pie
http://www.brel.com/translations/unit,Monetary_per_Share,es,ES,Monetario/acción
http://www.brel.com/translations/unit,Monetary_per_Decimal,es,ES,Monetario/decimal
http://www.brel.com/translations/unit,Monetary_per_Monetary,es,ES,Monetario/monetario
http://www.brel.com/translations/unit,pure,es,ES,Número puro
http://www.brel.com/translations/unit,Rate,es,ES,Tasa
http://www.brel.com/translations/unit,shares,es,ES,Acción
http://www.brel.com/translations/unit,Y,es,ES,Año
http://www.brel.com/translations/unit,M,es,ES,Mes
http://www.brel.com/translations/unit,D,es,ES,Día
http://www.brel.com/translations/unit,H,es,ES,Hora
http://www.brel.com/translations/unit,MM,es,ES,Minuto
http://www.brel.com/translations/unit,S,es,ES,Segundo
http://www.brel.com/translations/unit,Volume_per_Duration,es,ES,Volumen/duración
http://www.brel.com/translations/unit,MV,es,ES,Megavoltio
http://www.brel.com/translations/unit,GV,es,ES,Gigavoltio
http://www.brel.com/translations/unit,Bcf,es,ES,Miles de millones de pies cúbicos
http://www.brel.com/translations/unit,Tcf,es,ES,Billones de pies cúbicos
http://www.brel.com/translations/unit,GWh,es,ES,Gigavatio-hora
http://www.brel.com/translations/unit,TWh,es,ES,Teravatio-hora
http://www.brel.com/translations/unit,Q,es,ES,Trimestre
http://www.brel.com/translations/unit,WK,es,ES,Semana
http://www.brel.com/translations/unit,MMcfe,es,ES,Millón de pies cúbicos equivalente
http://www.brel.com/translations/unit,Bcfe,es,ES,Mil millones de pies cúbicos equivalente
http://www.brel.com/translations/unit,Tcfe,es,ES,Billón de pies cúbicos equivalente
http://www.brel.com/translations/unit,kT,es,ES,Mil toneladas
http://www.brel.com/translations/unit,MT,es,ES,Millón de toneladas
http://www.brel.com/translations/unit,GT,es,ES,Mil millones de toneladas
http://www.brel.com/translations/unit,kt,es,ES,Kilotón
http://www.brel.com/translations/unit,Mt,es,ES,Megatón
http://www.brel.com/translations/unit,Gt,es,ES,Gigatón
http://www.brel.com/translations/unit,MWM,es,ES,Megavatio-mes
http://www.brel.com/translations/unit,GWM,es,ES,Gigavatio-mes
http://www.brel.com/translations/unit,Energy_per_Duration,es,ES,Energía/duración
http://www.brel.com/translations/unit,Celsius,es,ES,Celsius
http://www.brel.com/translations/unit,K,es,ES,Kelvin
http://www.brel.com/translations/unit,F,es,ES,Fahrenheit
http://www.brel.com/translations/unit,Pa,es,ES,Pascal
http://www.brel.com/translations/unit,Bar,es,ES,Bar
http://www.brel.com/translations/unit,psi,es,ES,Libra por pulgada cuadrada
http://www.brel.com/translations/unit,atm,es,ES,Atmósfera estándar
http://www.brel.com/translations/unit,N,es,ES,Newton
http://www.brel.com/translations/unit,var,es,ES,Voltio-amperio reactivo
http://www.brel.com/translations/unit,VA,es,ES,Voltio-amperio
http://www.brel.com/translations/unit,Wh,es,ES,Vatio-hora
http://www.brel.com/translations/unit,VAh,es,ES,Voltio-amperio-hora
http://www.brel.com/translations/unit,Ah,es,ES,Amperio-hora
http://www.brel.com/translations/unit,C,es,ES,Culombio
http://www.brel.com/translations/unit,Degree,es,ES,Grado
http://www.brel.com/translations/unit,rad,es,ES,Radián
http://www.brel.com/translations/unit,dth,es,ES,Decatherm
http://www.brel.com/translations/unit,MWd,es,ES,Megavatio-día
http://www.brel.com/translations/unit,GJ,es,ES,Gigajulio
http://www.brel.com/translations/unit,MJ,es,ES,Megajulio
http://www.brel.com/translations/unit,TJ,es,ES,Terajulio
http://www.brel.com/translations/unit,PB,es,ES,Petabyte
http://www.brel.com/translations/unit,Mvar,es,ES,Millón Voltio-amperio reactivo
http://www.brel.com/translations/unit,MVA,es,ES,Megavoltio-amperio
http://www.brel.com/translations/unit,tCO2e,es,ES,Toneladas equivalentes de CO₂
http://www.brel.com/translations/unit,ktCO2e,es,ES,Mil toneladas equivalentes de CO₂
http://www.brel.com/translations/unit,MtCO2e,es,ES,Millones de toneladas equivalentes de CO₂
http://www.brel.com/translations/unit,GtCO2e,es,ES,Mil millones de toneladas equivalentes de CO₂
http://www.brel.com/translations/unit,Emissions_per_Monetary,es,ES,Emisiones/Monetario
http://www.brel.com/translations/unit,Energy_per_Monetary,es,ES,Energía/Monetario
http://www.brel.com/translations/unit,Volume_per_Monetary,es,ES,Volumen/Monetario
http://www.brel.com/translations/unit,gCO2e,es,ES,Gramos equivalentes de CO₂
http://www.brel.com/translations/unit,hl,es,ES,Hectolitro
http://www.brel.com/translations/unit,Mhl,es,ES,Millones de hectolitros
http://www.brel.com/translations/unit,Ml,es,ES,Megalitro
http://www.brel.com/translations/unit,Mm3,es,ES,Mil metros cúbicos
http://www.brel.com/translations/unit,TEU,es,ES,Equivalente a veinte pies
http://www.brel.com/translations/boolean,false,it,IT,Falso
http://www.brel.com/translations/boolean,true,it,IT,Vero
http://www.brel.com/translations/report-element,abstract,it,IT,Astratto
http://www.brel.com/translations/report-element,dimension,it,IT,Dimensione
http://www.brel.com/translations/report-element,member,it,IT,Membro
http://www.brel.com/translations/report-element,hypercube,it,IT,Ipercubo
http://www.brel.com/translations/report-element,line-items,it,IT,Voci
http://www.brel.com/translations/report-element,concept,it,IT,Concetto
http://www.brel.com/translations/literal,name,it,IT,Nome
http://www.brel.com/translations/literal,label,it,IT,Etichetta
http://www.brel.com/translations/literal,report-element-type,it,IT,Tipo di elemento del rapporto
http://www.brel.com/translations/literal,period-type,it,IT,Tipo di periodo
http://www.brel.com/translations/literal,balance-type,it,IT,Tipo di saldo
http://www.brel.com/translations/literal,nillable,it,IT,Può essere nullo
http://www.brel.com/translations/literal,data-type,it,IT,Tipo di dato
http://www.brel.com/translations/literal,none,it,IT,Nessuno
http://www.brel.com/translations/literal,is-explicit,it,IT,Esplicito
http://www.brel.com/translations/literal,dimension-type,it,IT,Tipo di dimensione
http://www.brel.com/translations/literal,network-identifier,it,IT,Identificatore di rete
http://www.brel.com/translations/literal,info,it,IT,Informazioni
http://www.brel.com/translations/literal,presentation-network,it,IT,Rete di presentazione
http://www.brel.com/translations/literal,definition-network,it,IT,Rete di definizione
http://www.brel.com/translations/literal,calculation-network,it,IT,Rete di calcolo
http://www.brel.com/translations/literal,id,it,IT,Id
http://www.brel.com/translations/literal,value,it,IT,Valore
http://www.brel.com/translations/period-type,instant,it,IT,Istantaneo
http://www.brel.com/translations/period-type,duration,it,IT,Durata
http://www.brel.com/translations/balance-type,credit,it,IT,Credito
http://www.brel.com/translations/balance-type,debit,it,IT,Debito
http://www.brel.com/translations/data-type,domainItemType,it,IT,Dominio
http://www.brel.com/translations/data-type,escapedItemType,it,IT,Testo escape
http://www.brel.com/translations/data-type,xmlNodesItemType,it,IT,Nodi XML
http://www.brel.com/translations/data-type,xmlItemType,it,IT,XML
http://www.brel.com/translations/data-type,textBlockItemType,it,IT,Blocco di testo
http://www.brel.com/translations/data-type,percentItemType,it,IT,Percentuale
http://www.brel.com/translations/data-type,perShareItemType,it,IT,Per azione
http://www.brel.com/translations/data-type,areaItemType,it,IT,Area
http://www.brel.com/translations/data-type,volumeItemType,it,IT,Volume
http://www.brel.com/translations/data-type,massItemType,it,IT,Massa
http://www.brel.com/translations/data-type,weightItemType,it,IT,Peso
http://www.brel.com/translations/data-type,energyItemType,it,IT,Energia
http://www.brel.com/translations/data-type,powerItemType,it,IT,Potenza
http://www.brel.com/translations/data-type,lengthItemType,it,IT,Lunghezza
http://www.brel.com/translations/data-type,memoryItemType,it,IT,Memoria
http://www.brel.com/translations/data-type,noDecimalsMonetaryItemType,it,IT,Monetario (senza decimali)
http://www.brel.com/translations/data-type,nonNegativeMonetaryItemType,it,IT,Monetario (non negativo)
http://www.brel.com/translations/data-type,nonNegativeNoDecimalsMonetaryItemType,it,IT,"Monetario (senza decimali, non negativo)"
http://www.brel.com/translations/data-type,insolationItemType,it,IT,Insolazione
http://www.brel.com/translations/data-type,temperatureItemType,it,IT,Temperatura
http://www.brel.com/translations/data-type,pressureItemType,it,IT,Pressione
http://www.brel.com/translations/data-type,frequencyItemType,it,IT,Frequenza
http://www.brel.com/translations/data-type,irradianceItemType,it,IT,Irradianza
http://www.brel.com/translations/data-type,speedItemType,it,IT,Velocità
http://www.brel.com/translations/data-type,planeAngleItemType,it,IT,Angolo piano
http://www.brel.com/translations/data-type,voltageItemType,it,IT,Tensione
http://www.brel.com/translations/data-type,electricCurrentItemType,it,IT,Corrente elettrica
http://www.brel.com/translations/data-type,forceItemType,it,IT,Forza
http://www.brel.com/translations/data-type,electricChargeItemType,it,IT,Carica elettrica
http://www.brel.com/translations/data-type,guidanceItemType,it,IT,Guida
http://www.brel.com/translations/data-type,noLangTokenItemType,it,IT,Token (senza lingua)
http://www.brel.com/translations/data-type,noLangStringItemType,it,IT,Testo (senza lingua)
http://www.brel.com/translations/data-type,prefixedContentItemType,it,IT,Contenuto prefissato
http://www.brel.com/translations/data-type,prefixedContentType,it,IT,Contenuto prefissato (Tipo)
http://www.brel.com/translations/data-type,SQNameItemType,it,IT,SQName
http://www.brel.com/translations/data-type,SQNameType,it,IT,SQName (Tipo)
http://www.brel.com/translations/data-type,SQNamesItemType,it,IT,SQNames
http://www.brel.com/translations/data-type,SQNamesType,it,IT,SQNames (Tipo)
http://www.brel.com/translations/data-type,gYearListItemType,it,IT,Lista di anni
http://www.brel.com/translations/data-type,flowItemType,it,IT,Flusso
http://www.brel.com/translations/data-type,massFlowItemType,it,IT,Flusso di massa
http://www.brel.com/translations/data-type,monetaryPerLengthItemType,it,IT,Monetario per lunghezza
http://www.brel.com/translations/data-type,monetaryPerAreaItemType,it,IT,Monetario per area
http://www.brel.com/translations/data-type,monetaryPerVolumeItemType,it,IT,Monetario per volume
http://www.brel.com/translations/data-type,monetaryPerDurationItemType,it,IT,Monetario per durata
http://www.brel.com/translations/data-type,monetaryPerEnergyItemType,it,IT,Monetario per energia
http://www.brel.com/translations/data-type,monetaryPerMassItemType,it,IT,Monetario per massa
http://www.brel.com/translations/data-type,dateTimeItemType,it,IT,Data e ora
http://www.brel.com/translations/data-type,ghgEmissionsItemType,it,IT,Emissioni di gas serra
http://www.brel.com/translations/data-type,energyPerMonetaryItemType,it,IT,Energia per monetario
http://www.brel.com/translations/data-type,ghgEmissionsPerMonetaryItemType,it,IT,Emissioni di gas serra per monetario
http://www.brel.com/translations/data-type,volumePerMonetaryItemType,it,IT,Volume per monetario
http://www.brel.com/translations/data-type,decimalItemType,it,IT,Numero decimale
http://www.brel.com/translations/data-type,floatItemType,it,IT,Numero in virgola mobile
http://www.brel.com/translations/data-type,doubleItemType,it,IT,Numero a doppia precisione
http://www.brel.com/translations/data-type,integerItemType,it,IT,Intero
http://www.brel.com/translations/data-type,nonPositiveIntegerItemType,it,IT,Intero (non positivo)
http://www.brel.com/translations/data-type,negativeIntegerItemType,it,IT,Intero (negativo)
http://www.brel.com/translations/data-type,longItemType,it,IT,Numero (long)
http://www.brel.com/translations/data-type,intItemType,it,IT,Numero (int)
http://www.brel.com/translations/data-type,shortItemType,it,IT,Numero (short)
http://www.brel.com/translations/data-type,byteItemType,it,IT,Numero (byte)
http://www.brel.com/translations/data-type,nonNegativeIntegerItemType,it,IT,Intero (non negativo)
http://www.brel.com/translations/data-type,unsignedLongItemType,it,IT,Numero (long senza segno)
http://www.brel.com/translations/data-type,unsignedIntItemType,it,IT,Numero (int senza segno)
http://www.brel.com/translations/data-type,unsignedShortItemType,it,IT,Numero (short senza segno)
http://www.brel.com/translations/data-type,unsignedByteItemType,it,IT,Numero (byte senza segno)
http://www.brel.com/translations/data-type,positiveIntegerItemType,it,IT,Intero (positivo)
http://www.brel.com/translations/data-type,monetaryItemType,it,IT,Monetario
http://www.brel.com/translations/data-type,sharesItemType,it,IT,Azioni
http://www.brel.com/translations/data-type,pureItemType,it,IT,Numero puro
http://www.brel.com/translations/data-type,fractionItemType,it,IT,Frazione
http://www.brel.com/translations/data-type,stringItemType,it,IT,Testo
http://www.brel.com/translations/data-type,booleanItemType,it,IT,Booleano
http://www.brel.com/translations/data-type,hexBinaryItemType,it,IT,Binario esadecimale
http://www.brel.com/translations/data-type,base64BinaryItemType,it,IT,Binario Base64
http://www.brel.com/translations/data-type,anyURIItemType,it,IT,URI
http://www.brel.com/translations/data-type,QNameItemType,it,IT,QName
http://www.brel.com/translations/data-type,durationItemType,it,IT,Durata
http://www.brel.com/translations/data-type,dateTimeItemType,it,IT,Data e ora
http://www.brel.com/translations/data-type,timeItemType,it,IT,Ora
http://www.brel.com/translations/data-type,dateItemType,it,IT,Data
http://www.brel.com/translations/data-type,gYearMonthItemType,it,IT,Anno-Mese
http://www.brel.com/translations/data-type,gYearItemType,it,IT,Anno
http://www.brel.com/translations/data-type,gMonthDayItemType,it,IT,Mese-Giorno
http://www.brel.com/translations/data-type,gDayItemType,it,IT,Giorno
http://www.brel.com/translations/data-type,gMonthItemType,it,IT,Mese
http://www.brel.com/translations/data-type,normalizedStringItemType,it,IT,Testo normalizzato
http://www.brel.com/translations/data-type,tokenItemType,it,IT,Token
http://www.brel.com/translations/data-type,languageItemType,it,IT,Codice lingua
http://www.brel.com/translations/data-type,NameItemType,it,IT,Nome XML
http://www.brel.com/translations/data-type,NCNameItemType,it,IT,NCName
http://www.brel.com/translations/data-type,perUnitItemType,it,IT,Per unità
http://www.brel.com/translations/data-type,financialInstrumentGlobalIdentifierItemType,it,IT,Identificatore globale dello strumento finanziario
http://www.brel.com/translations/unit,acre,it,IT,Acri
http://www.brel.com/translations/unit,sqft,it,IT,Piede quadrato
http://www.brel.com/translations/unit,sqmi,it,IT,Miglio quadrato
http://www.brel.com/translations/unit,sqyd,it,IT,Yarda quadrata
http://www.brel.com/translations/unit,Boe,it,IT,Barile equivalente petrolio
http://www.brel.com/translations/unit,Btu,it,IT,Unità termica britannica
http://www.brel.com/translations/unit,ft_lb,it,IT,Piede-libbra
http://www.brel.com/translations/unit,MBoe,it,IT,Mille barili equivalente petrolio
http://www.brel.com/translations/unit,Mcfe,it,IT,Mille piedi cubici equivalenti
http://www.brel.com/translations/unit,MMBoe,it,IT,Milioni di barili equivalente petrolio
http://www.brel.com/translations/unit,MMBTU,it,IT,Milioni di BTU
http://www.brel.com/translations/unit,ft,it,IT,Piede
http://www.brel.com/translations/unit,in,it,IT,Pollice
http://www.brel.com/translations/unit,mi,it,IT,Miglio
http://www.brel.com/translations/unit,nmi,it,IT,Miglio nautico
http://www.brel.com/translations/unit,yd,it,IT,Yarda
http://www.brel.com/translations/unit,lb,it,IT,Libbra
http://www.brel.com/translations/unit,oz,it,IT,Oncia
http://www.brel.com/translations/unit,ozt,it,IT,Oncia troy
http://www.brel.com/translations/unit,T,it,IT,Ton
http://www.brel.com/translations/unit,hp,it,IT,Cavalli vapore
http://www.brel.com/translations/unit,bbl,it,IT,Barile
http://www.brel.com/translations/unit,ft3,it,IT,Piede cubo
http://www.brel.com/translations/unit,gal,it,IT,Gallone
http://www.brel.com/translations/unit,MBbls,it,IT,Mille barili
http://www.brel.com/translations/unit,Mcf,it,IT,Mille piedi cubici
http://www.brel.com/translations/unit,MMBbls,it,IT,Milione di barili
http://www.brel.com/translations/unit,MMcf,it,IT,Milioni di piedi cubici
http://www.brel.com/translations/unit,AED,it,IT,Dirham EAU
http://www.brel.com/translations/unit,AFN,it,IT,Afghani
http://www.brel.com/translations/unit,ALL,it,IT,Lek albanese
http://www.brel.com/translations/unit,AMD,it,IT,Dram armeno
http://www.brel.com/translations/unit,ANG,it,IT,Fiorino Antille Olandesi
http://www.brel.com/translations/unit,AOA,it,IT,Kwanza angolano
http://www.brel.com/translations/unit,ARS,it,IT,Peso argentino
http://www.brel.com/translations/unit,AUD,it,IT,Dollaro australiano
http://www.brel.com/translations/unit,AWG,it,IT,Fiorino arubano
http://www.brel.com/translations/unit,AZN,it,IT,Manat azero
http://www.brel.com/translations/unit,BAM,it,IT,Marco convertibile Bosnia-Erzegovina
http://www.brel.com/translations/unit,BBD,it,IT,Dollaro barbadiano
http://www.brel.com/translations/unit,BDT,it,IT,Taka bangladese
http://www.brel.com/translations/unit,BGN,it,IT,Lev bulgaro
http://www.brel.com/translations/unit,BHD,it,IT,Dinaro bahreinita
http://www.brel.com/translations/unit,BIF,it,IT,Franco burundese
http://www.brel.com/translations/unit,BMD,it,IT,Dollaro bermudiano
http://www.brel.com/translations/unit,BND,it,IT,Dollaro del Brunei
http://www.brel.com/translations/unit,BOB,it,IT,Boliviano
http://www.brel.com/translations/unit,BOV,it,IT,Mvdol boliviano
http://www.brel.com/translations/unit,BRL,it,IT,Real brasiliano
http://www.brel.com/translations/unit,BSD,it,IT,Dollaro delle Bahamas
http://www.brel.com/translations/unit,BTN,it,IT,Ngultrum bhutanese
http://www.brel.com/translations/unit,BWP,it,IT,Pula botswano
http://www.brel.com/translations/unit,BYN,it,IT,Rublo bielorusso
http://www.brel.com/translations/unit,BYR,it,IT,Rublo bielorusso (vecchio)
http://www.brel.com/translations/unit,BZD,it,IT,Dollaro beliziano
http://www.brel.com/translations/unit,CAD,it,IT,Dollaro canadese
http://www.brel.com/translations/unit,CDF,it,IT,Franco congolese
http://www.brel.com/translations/unit,CHE,it,IT,Banca WIR
http://www.brel.com/translations/unit,CHF,it,IT,Franco svizzero
http://www.brel.com/translations/unit,CHW,it,IT,Banca WIR
http://www.brel.com/translations/unit,CLF,it,IT,Unidad de Fomento
http://www.brel.com/translations/unit,CLP,it,IT,Peso cileno
http://www.brel.com/translations/unit,CNY,it,IT,Yuan cinese
http://www.brel.com/translations/unit,COP,it,IT,Peso colombiano
http://www.brel.com/translations/unit,COU,it,IT,Unidad de Valor Real
http://www.brel.com/translations/unit,CRC,it,IT,Colon costaricano
http://www.brel.com/translations/unit,CUC,it,IT,Peso convertibile cubano
http://www.brel.com/translations/unit,CUP,it,IT,Peso cubano
http://www.brel.com/translations/unit,CVE,it,IT,Scudo capoverdiano
http://www.brel.com/translations/unit,CZK,it,IT,Corona ceca
http://www.brel.com/translations/unit,DJF,it,IT,Franco gibutiano
http://www.brel.com/translations/unit,DKK,it,IT,Corona danese
http://www.brel.com/translations/unit,DOP,it,IT,Peso dominicano
http://www.brel.com/translations/unit,DZD,it,IT,Dinaro algerino
http://www.brel.com/translations/unit,EEK,it,IT,Corona estone
http://www.brel.com/translations/unit,EGP,it,IT,Lira egiziana
http://www.brel.com/translations/unit,ERN,it,IT,Nakfa eritreo
http://www.brel.com/translations/unit,ETB,it,IT,Birr etiope
http://www.brel.com/translations/unit,EUR,it,IT,Euro
http://www.brel.com/translations/unit,FJD,it,IT,Dollaro Figi
http://www.brel.com/translations/unit,FKP,it,IT,Sterlina Falkland
http://www.brel.com/translations/unit,GBP,it,IT,Sterlina britannica
http://www.brel.com/translations/unit,GEL,it,IT,Lari georgiano
http://www.brel.com/translations/unit,GHS,it,IT,Cedi ghanese
http://www.brel.com/translations/unit,GIP,it,IT,Sterlina di Gibilterra
http://www.brel.com/translations/unit,GMD,it,IT,Dalasi gambiano
http://www.brel.com/translations/unit,GNF,it,IT,Franco guineano
http://www.brel.com/translations/unit,GTQ,it,IT,Quetzal guatemalteco
http://www.brel.com/translations/unit,GYD,it,IT,Dollaro guyanese
http://www.brel.com/translations/unit,HKD,it,IT,Dollaro di Hong Kong
http://www.brel.com/translations/unit,HNL,it,IT,Lempira honduregna
http://www.brel.com/translations/unit,HRK,it,IT,Kuna croata
http://www.brel.com/translations/unit,HTG,it,IT,Gourde haitiano
http://www.brel.com/translations/unit,HUF,it,IT,Fiorino ungherese
http://www.brel.com/translations/unit,IDR,it,IT,Rupia indonesiana
http://www.brel.com/translations/unit,ILS,it,IT,Nuovo shekel israeliano
http://www.brel.com/translations/unit,INR,it,IT,Rupia indiana
http://www.brel.com/translations/unit,IQD,it,IT,Dinaro iracheno
http://www.brel.com/translations/unit,IRR,it,IT,Rial iraniano
http://www.brel.com/translations/unit,ISK,it,IT,Corona islandese
http://www.brel.com/translations/unit,JMD,it,IT,Dollaro giamaicano
http://www.brel.com/translations/unit,JOD,it,IT,Dinaro giordano
http://www.brel.com/translations/unit,JPY,it,IT,Yen giapponese
http://www.brel.com/translations/unit,KES,it,IT,Sciellino keniota
http://www.brel.com/translations/unit,KGS,it,IT,Som kirghiso
http://www.brel.com/translations/unit,KHR,it,IT,Riel cambogiano
http://www.brel.com/translations/unit,KMF,it,IT,Franco comoriano
http://www.brel.com/translations/unit,KPW,it,IT,Won nordcoreano
http://www.brel.com/translations/unit,KRW,it,IT,Won sudcoreano
http://www.brel.com/translations/unit,KWD,it,IT,Dinaro kuwaitiano
http://www.brel.com/translations/unit,KYD,it,IT,Dollaro Cayman
http://www.brel.com/translations/unit,KZT,it,IT,Tenge kazako
http://www.brel.com/translations/unit,LAK,it,IT,Kip laotiano
http://www.brel.com/translations/unit,LBP,it,IT,Lira libanese
http://www.brel.com/translations/unit,LKR,it,IT,Rupia dello Sri Lanka
http://www.brel.com/translations/unit,LRD,it,IT,Dollaro liberiano
http://www.brel.com/translations/unit,LSL,it,IT,Loti lesothiano
http://www.brel.com/translations/unit,LTL,it,IT,Litas lituano
http://www.brel.com/translations/unit,LVL,it,IT,Lats lettone
http://www.brel.com/translations/unit,LYD,it,IT,Dinaro libico
http://www.brel.com/translations/unit,MAD,it,IT,Dirham marocchino
http://www.brel.com/translations/unit,MDL,it,IT,Leu moldavo
http://www.brel.com/translations/unit,MGA,it,IT,Ariary malgascio
http://www.brel.com/translations/unit,MKD,it,IT,Denar macedone
http://www.brel.com/translations/unit,MMK,it,IT,Kyat birmano
http://www.brel.com/translations/unit,MNT,it,IT,Tugrik mongolo
http://www.brel.com/translations/unit,MOP,it,IT,Pataca di Macao
http://www.brel.com/translations/unit,MRO,it,IT,Ouguiya mauritano (vecchio)
http://www.brel.com/translations/unit,MRU,it,IT,Ouguiya mauritano
http://www.brel.com/translations/unit,MUR,it,IT,Rupia mauriziana
http://www.brel.com/translations/unit,MVR,it,IT,Rufiyaa maldiviana
http://www.brel.com/translations/unit,MWK,it,IT,Kwacha malawiano
http://www.brel.com/translations/unit,MXN,it,IT,Peso messicano
http://www.brel.com/translations/unit,MXV,it,IT,UDI messicana
http://www.brel.com/translations/unit,MYR,it,IT,Ringgit malese
http://www.brel.com/translations/unit,MZN,it,IT,Metical mozambicano
http://www.brel.com/translations/unit,NAD,it,IT,Dollaro namibiano
http://www.brel.com/translations/unit,NGN,it,IT,Naira nigeriana
http://www.brel.com/translations/unit,NIO,it,IT,Córdoba oro
http://www.brel.com/translations/unit,NOK,it,IT,Corona norvegese
http://www.brel.com/translations/unit,NPR,it,IT,Rupia nepalese
http://www.brel.com/translations/unit,NZD,it,IT,Dollaro neozelandese
http://www.brel.com/translations/unit,OMR,it,IT,Rial omanita
http://www.brel.com/translations/unit,PAB,it,IT,Balboa panamense
http://www.brel.com/translations/unit,PEN,it,IT,Nuovo sol peruviano
http://www.brel.com/translations/unit,PGK,it,IT,Kina della Papua Nuova Guinea
http://www.brel.com/translations/unit,PHP,it,IT,Peso filippino
http://www.brel.com/translations/unit,PKR,it,IT,Rupia pachistana
http://www.brel.com/translations/unit,PLN,it,IT,Złoty polacco
http://www.brel.com/translations/unit,PYG,it,IT,Guaraní paraguayano
http://www.brel.com/translations/unit,QAR,it,IT,Rial qatari
http://www.brel.com/translations/unit,RON,it,IT,Nuovo leu romeno
http://www.brel.com/translations/unit,RSD,it,IT,Dinar serbo
http://www.brel.com/translations/unit,RUB,it,IT,Rublo
http://www.brel.com/translations/unit,RWF,it,IT,Franco ruandese
http://www.brel.com/translations/unit,SAR,it,IT,Rial saudita
http://www.brel.com/translations/unit,SBD,it,IT,Dollaro delle Isole Salomone
http://www.brel.com/translations/unit,SCR,it,IT,Rupia delle Seychelles
http://www.brel.com/translations/unit,SDG,it,IT,Sterlina sudanese
http://www.brel.com/translations/unit,SEK,it,IT,Corona svedese
http://www.brel.com/translations/unit,SGD,it,IT,Dollaro di Singapore
http://www.brel.com/translations/unit,SHP,it,IT,Sterlina di Sant’Elena
http://www.brel.com/translations/unit,SLL,it,IT,Leone
http://www.brel.com/translations/unit,SLE,it,IT,Leone
http://www.brel.com/translations/unit,SOS,it,IT,Sciellino somalo
http://www.brel.com/translations/unit,SRD,it,IT,Dollaro surinamese
http://www.brel.com/translations/unit,SSP,it,IT,Sterlina del Sud Sudan
http://www.brel.com/translations/unit,STD,it,IT,Dobra di São Tomé e Príncipe (vecchio)
http://www.brel.com/translations/unit,STN,it,IT,Dobra
http://www.brel.com/translations/unit,SVC,it,IT,Colón salvadoregno
http://www.brel.com/translations/unit,SYP,it,IT,Sterlina siriana
http://www.brel.com/translations/unit,SZL,it,IT,Lilangeni
http://www.brel.com/translations/unit,THB,it,IT,Baht
http://www.brel.com/translations/unit,TJS,it,IT,Somoni tagiko
